"Row","Paper","Cohort","Title","Aim","Year","DOI","Country","Condition","Male_age","Data_from","Trait_description","Trait","Broad_trait","Dura_min","Dura_max","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","sd_1","sd_2","sd_3","sd_4","sd_5","sd_6","sd_7","sd_8","sd_9","sd_10","sd_11","sd_12","sd_13","sd_14","sd_15","sd_16","sd_17","se_1","se_2","se_3","se_4","se_5","se_6","se_7","se_8","se_9","se_10","se_11","se_12","se_13","se_14","se_15","se_16","se_17","n_1","n_2","n_3","n_4","n_5","n_6","n_7","n_8","n_9","n_10","n_11","n_12","n_13","n_14","n_15","n_16","n_17","Nsamples_1","Nsamples_2","Nsamples_3","Nsamples_4","N_unique_males","N_total","N_test","Test_stat","Value","SE_beta","CI_low_OR","CI_high_OR","Calculation","Multiplier","Sampling","Study_type","Comments","count_data_columns","AgeAs","corr","N_effective","Zrtemp","ZrFinal","VZr"
"RH319","H80","H80B","The Variability of Semen Parameters With Sexual Abstinence Using Mail-in Sperm Testing Is Similar to That Seen With Traditional In-Office Semen Analysis","Abstinence",2023,"https://doi.org/10.1177/15579883231197910","USA","Infertile",35,"table3","VAP","Velocity","Sperm performance",1,10,1.5,4,7,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,30.7,28.7,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,21.9,18.8,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85965645957822,0.994427774118435,2.80253853179974,8.93333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,485,45,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688,688,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",4,"Groups04",-0.0123364536019254,688,-0.0123370794795037,-0.0123370794795037,0.00145985401459854
"RH331","H87","H87A","Relationship between the duration of sexual abstinence and semen quality: analysis of 9,489 semen samples","Abstinence",2005,"https://doi.org/10.1016/j.fertnstert.2004.12.045","Israel","Infertile",31.1,"table 3","% motile","Motility","Sperm performance",0,14,0,1,2,3,4,5,6,7,9,12.5,NA,NA,NA,NA,NA,NA,NA,24.5,30.3,26.1,26.4,24.9,21.5,22.6,20.5,23.6,17.8,NA,NA,NA,NA,NA,NA,NA,18.9,21,19.4,19,18.4,17.6,15.5,17.5,17,14.6,NA,NA,NA,NA,NA,NA,NA,1.48492424049175,1.77482393492988,0.992590349587503,0.57788411143885,0.633729663092827,0.922490656315288,1.60727512683216,1.18524955758754,1.79195734076208,1.26598055550522,NA,NA,NA,NA,NA,NA,NA,162,140,382,1081,843,364,93,218,90,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2495,3506,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",10,"Groups10",-0.112052081600078,2647.69961862098,-0.112524609431712,-0.112524609431712,0.000378114774532099
"RH332","H87","H87A","Relationship between the duration of sexual abstinence and semen quality: analysis of 9,489 semen samples","Abstinence",2005,"https://doi.org/10.1016/j.fertnstert.2004.12.045","Israel","Healthy",32.2,"table 3","% motile","Motility","Sperm performance",0,14,0,1,2,3,4,5,6,7,9,12.5,NA,NA,NA,NA,NA,NA,NA,37.5,42.1,41.9,42.4,42.2,42.6,42.3,41.7,38,33.1,NA,NA,NA,NA,NA,NA,NA,23,22.9,21.3,21.7,20.8,20.6,18.5,20.6,20.4,20.2,NA,NA,NA,NA,NA,NA,NA,1.76401947434895,5.725,1.00858423171611,0.530057186089444,0.533684326022417,0.800037706502036,1.34567698978862,0.899915178360869,1.34222145771793,1.01126487212995,NA,NA,NA,NA,NA,NA,NA,170,16,446,1676,1519,663,189,524,231,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3513,5833,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",10,"Groups10",-0.0674713769047564,3816.60067051592,-0.0675740427420656,-0.0675740427420656,0.000262219379111006
"RH333","H87","H87A","Relationship between the duration of sexual abstinence and semen quality: analysis of 9,489 semen samples","Abstinence",2005,"https://doi.org/10.1016/j.fertnstert.2004.12.045","Israel","Infertile",31.1,"table 4","% normal morphlology sperm","Morphology","Morphology",0,14,0,1,2,3,4,5,6,7,9,12.5,NA,NA,NA,NA,NA,NA,NA,7.8,9.4,8,8.7,8.3,7.7,8.7,7,6.7,7.5,NA,NA,NA,NA,NA,NA,NA,7.1,8,7.6,7.4,7.1,7.3,5.8,6.7,5.5,8.2,NA,NA,NA,NA,NA,NA,NA,0.940417973516181,1.2977713690461,0.677061812844808,0.376650082933873,0.415496072546264,0.578927657574245,0.953514126371072,0.735420541930925,1.0041580220928,1.33021565327225,NA,NA,NA,NA,NA,NA,NA,57,38,126,386,292,159,37,83,30,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1246,1246,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",10,"Groups10",-0.0473905665621173,1246,-0.0474260920632703,-0.0474260920632703,0.00080450522928399
"RH334","H87","H87A","Relationship between the duration of sexual abstinence and semen quality: analysis of 9,489 semen samples","Abstinence",2005,"https://doi.org/10.1016/j.fertnstert.2004.12.045","Israel","Infertile",31.1,"table 4","% normal morphlology sperm","Morphology","Morphology",0,14,0,1,2,3,4,5,6,7,9,12.5,NA,NA,NA,NA,NA,NA,NA,7.4,7,7.4,6.4,5.1,6.3,5,6.4,6,5.3,NA,NA,NA,NA,NA,NA,NA,5.6,4.9,6.4,5.4,5,5.4,4.8,5.7,5.2,4.9,NA,NA,NA,NA,NA,NA,NA,0.748331477354788,0.7,0.557048499058233,0.295474853788875,0.308313207989104,0.510252038562457,0.96,0.77567175188134,0.866666666666667,0.722465585158996,NA,NA,NA,NA,NA,NA,NA,56,49,132,334,263,112,25,54,36,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107,1107,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",10,"Groups10",-0.0841477891734031,1107,-0.0843472499088159,-0.0843472499088159,0.000905797101449275
"RH335","H87","H87A","Relationship between the duration of sexual abstinence and semen quality: analysis of 9,489 semen samples","Abstinence",2005,"https://doi.org/10.1016/j.fertnstert.2004.12.045","Israel","Infertile",31.1,"table 4","% normal morphlology sperm","Morphology","Morphology",0,14,0,1,2,3,4,5,6,7,9,12.5,NA,NA,NA,NA,NA,NA,NA,6.3,8.6,6.8,6,5.9,5.2,4.8,5.7,6.7,6.3,NA,NA,NA,NA,NA,NA,NA,5.9,7.2,5.7,5.2,4.9,4.2,5.5,4.9,4,6.5,NA,NA,NA,NA,NA,NA,NA,0.842857142857143,0.988996060430561,0.511875110776309,0.273684210526316,0.288735268984507,0.435519711786779,0.987829161147262,0.544444444444445,0.816496580927726,0.928571428571429,NA,NA,NA,NA,NA,NA,NA,49,53,124,361,288,93,31,81,24,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1153,1153,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",10,"Groups10",-0.0575817396251744,1153,-0.0576455069593445,-0.0576455069593445,0.000869565217391304
"RH336","H87","H87A","Relationship between the duration of sexual abstinence and semen quality: analysis of 9,489 semen samples","Abstinence",2005,"https://doi.org/10.1016/j.fertnstert.2004.12.045","Israel","Healthy",32.2,"table 4","% normal morphlology sperm","Morphology","Morphology",0,14,0,1,2,3,4,5,6,7,9,12.5,NA,NA,NA,NA,NA,NA,NA,9.3,8.8,8.2,8.3,8,7.8,8,8.2,8.4,7,NA,NA,NA,NA,NA,NA,NA,6.7,7.4,5.8,5.9,5.6,6.1,5.9,5.8,6.3,5.4,NA,NA,NA,NA,NA,NA,NA,0.513866542527738,0.574351389022686,0.274637959810019,0.144116930780079,0.14368424162142,0.236904369401088,0.429161850797452,0.253374176431701,0.414509567824654,0.27033813413375,NA,NA,NA,NA,NA,NA,NA,170,166,446,1676,1519,663,189,524,231,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3513,5983,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",10,"Groups10",-0.0477154144736242,3829.16359992713,-0.0477516762168501,-0.0477516762168501,0.000261358400884648
"RH372","H96","H96A","Ejaculatory abstinence in semen analysis: does it make any sense?","Abstinence",2020,"10.1177/2633494120906882","India","Infertile",NA,"table 2","% progressive","Motility","Sperm performance",1,16,1,1.5,5,11.5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.71,20.54,18.52,17.41,20.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7252085188795,14.2079695945621,13.9850617445902,12.9903810567666,17.4619586530263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47,1.38,0.864,2.5,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,106,262,27,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,416,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","CI converted to SE using SE = (upper limit – lower limit) / 3.92",5,"Groups05",-0.0928048559382437,416,-0.0930726760438155,-0.0930726760438155,0.00242130750605327
"RH373","H96","H96A","Ejaculatory abstinence in semen analysis: does it make any sense?","Abstinence",2020,"10.1177/2633494120906882","India","Infertile",NA,"table 2","% normal sperm morphology","Morphology","Morphology",1,16,1,1.5,5,11.5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,4.94,4.74,4.14,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6565767446095,3.19164534370597,3.09160508474158,3.94907584125704,4.25965961081399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.31,0.191,0.76,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,106,262,27,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,416,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","CI converted to SE using SE = (upper limit – lower limit) / 3.92",5,"Groups05",-0.0590824867125293,416,-0.0591513782642416,-0.0591513782642416,0.00242130750605327
"RH374","H96","H96B","Ejaculatory abstinence in semen analysis: does it make any sense?","Abstinence",2020,"10.1177/2633494120906882","India","Healthy",NA,"table 3","% progressive","Motility","Sperm performance",1,30,1,1.5,5,11.5,23,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.37,36.78,35.67,36.34,31,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2501886779019,17.8828185697893,17.9617844325112,15.68,17.7362002695053,17.7403776735446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,0.96,0.57,1.12,2.56,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,347,993,196,48,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1621,1621,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","CI converted to SE using SE = (upper limit – lower limit) / 3.92",6,"Groups06",-0.0564779539149751,1621,-0.0565381194643674,-0.0565381194643674,0.000618046971569839
"RH375","H96","H96B","Ejaculatory abstinence in semen analysis: does it make any sense?","Abstinence",2020,"10.1177/2633494120906882","India","Healthy",NA,"table 3","% normal sperm morphology","Morphology","Morphology",1,30,1,1.5,5,11.5,23,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,6.77,7.29,7.31,6.79,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53104491260018,4.07951798623318,4.91585679205568,4.242,4.3855526447644,2.73537017604565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872,0.219,0.156,0.303,0.633,0.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,347,993,196,48,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1621,1621,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","CI converted to SE using SE = (upper limit – lower limit) / 3.92",6,"Groups06",0.0251150221111999,1621,0.0251203046639838,0.0251203046639838,0.000618046971569839
"RH390","H103","H103A","Sperm donor lifestyle survey: modifiable risk factors for potential sperm donors","Other",2021,"10.1007/s10815-021-02322-x","China","Healthy",29.5,"table 1","% progressive","Motility","Sperm performance",0,14,1,3,4,5,6,7,9,12.5,14,NA,NA,NA,NA,NA,NA,NA,NA,49.8,49.1,48.5,47.4,47.3,46.1,44.2,44,44.1,NA,NA,NA,NA,NA,NA,NA,NA,12.7,12.1,11.6,11.6,11.6,12.4,14.4,11.5,13,NA,NA,NA,NA,NA,NA,NA,NA,0.787620564641474,0.528590954279928,0.495075935740531,0.600625232771057,1.14298196267058,0.425817748240936,1.32004583572062,0.989762410697451,0.714544622908106,NA,NA,NA,NA,NA,NA,NA,NA,260,524,549,373,103,848,119,135,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3242,3242,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",9,"Groups09",-0.147550491192259,3242,-0.148635480903506,-0.148635480903506,0.000308737264587836
"RH391","H104","H104A","Trends in sperm quality by computer-assisted sperm analysis of 49,189 men during 2015â€“2021 in a fertility center from China","Other",2023,"10.3389/fendo.2023.1194455","China","Infertile",32.5,"Figure 4H and from Yuchuan","VAP","Velocity","Sperm performance",2,7,2,3,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.594,60.111,58.475,58.873,57.668,58.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.911,11.979,11.151,10.982,10.663,10.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785388081861722,0.366379961186253,0.314019250383507,0.354258064516129,0.56121052631579,0.288974114806123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,1069,1261,961,361,1358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5240,5240,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","Data on sample sizes from Yuchuan",6,"Groups06",-0.0617714210683338,5240,-0.0618501686785293,-0.0618501686785293,0.000190949016612564
"RH392","H104","H104B","Trends in sperm quality by computer-assisted sperm analysis of 49,189 men during 2015â€“2021 in a fertility center from China","Other",2023,"10.3389/fendo.2023.1194455","China","Infertile",32.5,"Figure 4H and from Yuchuan","VAP","Velocity","Sperm performance",2,7,2,3,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.836,60.991,59.909,59.533,59.196,58.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.748,10.914,10.288,10.354,10.076,10.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.472240008345995,0.298370507324795,0.292513628948213,0.363802476593149,0.598956029344675,0.291329731559005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518,1338,1237,810,283,1281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5467,5467,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","Data on sample sizes from Yuchuan",6,"Groups06",-0.101495986371346,5467,-0.101846674602576,-0.101846674602576,0.000183016105417277
"RH393","H104","H104C","Trends in sperm quality by computer-assisted sperm analysis of 49,189 men during 2015â€“2021 in a fertility center from China","Other",2023,"10.3389/fendo.2023.1194455","China","Infertile",32.5,"Figure 4H and from Yuchuan","VAP","Velocity","Sperm performance",2,7,2,3,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.613,60.234,59.364,58.831,58.51,59.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.905,10.312,10.524,10.059,10.554,10.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629600468551287,0.319148387880293,0.37023302803708,0.418761649259832,0.751941365572398,0.359678571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,1044,808,577,197,784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3710,3710,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","Data on sample sizes from Yuchuan",6,"Groups06",-0.0591854579231459,3710,-0.0592547108109574,-0.0592547108109574,0.000269759913676828
"RH394","H104","H104D","Trends in sperm quality by computer-assisted sperm analysis of 49,189 men during 2015â€“2021 in a fertility center from China","Other",2023,"10.3389/fendo.2023.1194455","China","Infertile",32.5,"Figure 4H and from Yuchuan","VAP","Velocity","Sperm performance",2,7,2,3,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.277,60.236,59.017,58.896,58.809,58.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.879,8.869,8.233,7.922,8.691,7.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409557729804424,0.251862675396861,0.273977084749591,0.31688,0.617642475282204,0.261723187790129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,1240,903,625,198,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4361,4361,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","Data on sample sizes from Yuchuan",6,"Groups06",-0.081777177900585,4361,-0.08196020801803,-0.08196020801803,0.000229463056447912
"RH395","H104","H104E","Trends in sperm quality by computer-assisted sperm analysis of 49,189 men during 2015â€“2021 in a fertility center from China","Other",2023,"10.3389/fendo.2023.1194455","China","Infertile",32.5,"Figure 4H and from Yuchuan","VAP","Velocity","Sperm performance",2,7,2,3,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.609,64.958,66.119,64.119,64.483,64.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.477,11.808,12.7,11.788,12.243,11.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.767906266474567,0.430593454901785,0.509223606750537,0.558804791949405,0.956017683401102,0.428691032554633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,752,622,445,164,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2965,2965,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","Data on sample sizes from Yuchuan",6,"Groups06",-0.047104580518578,2965,-0.0471394661732681,-0.0471394661732681,0.000337609723160027
"RH396","H104","H104F","Trends in sperm quality by computer-assisted sperm analysis of 49,189 men during 2015â€“2021 in a fertility center from China","Other",2023,"10.3389/fendo.2023.1194455","China","Infertile",32.5,"Figure 4H and from Yuchuan","VAP","Velocity","Sperm performance",2,7,2,3,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.673,73.919,72.566,72.334,71.54,71.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.167,14.862,14.058,13.418,13.415,13.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0304976169911,0.684804812025477,0.681913163352154,0.852043852044278,1.30916994786046,0.673099368902294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,471,425,248,105,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1822,1822,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","Data on sample sizes from Yuchuan",6,"Groups06",-0.0727022026118125,1822,-0.0728307022140681,-0.0728307022140681,0.000549752611324904
"RH397","H104","H104G","Trends in sperm quality by computer-assisted sperm analysis of 49,189 men during 2015â€“2021 in a fertility center from China","Other",2023,"10.3389/fendo.2023.1194455","China","Infertile",32.5,"Figure 4H and from Yuchuan","VAP","Velocity","Sperm performance",2,7,2,3,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.885,78.961,77.971,76.215,76.136,75.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.431,10.876,10.911,11.192,12.435,10.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2308524106743,0.685123601408059,0.749370556622073,0.868667668370528,1.70807861270195,0.730933333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,252,212,166,53,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010,1010,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","Data on sample sizes from Yuchuan",6,"Groups06",-0.105073965363312,1010,-0.105463238348168,-0.105463238348168,0.00099304865938431
"RH398","H104","H104A","Trends in sperm quality by computer-assisted sperm analysis of 49,189 men during 2015â€“2021 in a fertility center from China","Other",2023,"10.3389/fendo.2023.1194455","China","Infertile",32.5,"Figure 4F and from Yuchuan","VCL","Velocity","Sperm performance",2,7,2,3,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.103,96.854,94.063,94.343,91.803,93.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.25,23.347,21.518,20.675,20.203,20.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5330596006452,0.714072372803693,0.605960562259196,0.666935483870968,1.06331578947368,0.556809077068911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,1069,1261,961,361,1358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5240,5240,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","Data on sample sizes from Yuchuan",6,"Groups06",-0.0675513726453018,5240,-0.0676544047554922,-0.0676544047554922,0.000190949016612564
"RH399","H104","H104B","Trends in sperm quality by computer-assisted sperm analysis of 49,189 men during 2015â€“2021 in a fertility center from China","Other",2023,"10.3389/fendo.2023.1194455","China","Infertile",32.5,"Figure 4F and from Yuchuan","VCL","Velocity","Sperm performance",2,7,2,3,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.705,99.751,98.007,96.795,96.199,94.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.498,21.352,20.069,20.185,19.641,19.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.944567891647023,0.583727970716422,0.570611976998608,0.709228606338875,1.16753626164736,0.557317939523111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518,1338,1237,810,283,1281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5467,5467,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","Data on sample sizes from Yuchuan",6,"Groups06",-0.102568761303776,5467,-0.102930735372151,-0.102930735372151,0.000183016105417277
"RH4","H1","H1A","Influence of the abstinence period on human sperm quality: analysis of 2,458 semen samples","Abstinence",2017,"10.5935/1518-0557.20170052","Brazil","Infertile",37.7,"table 1","% viable","Viability","Viability",0,5,1,3.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9,65,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,15,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896258159530272,0.341261816394968,0.881327174579612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1932,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2458,2458,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Prospective","",3,"Groups03",-0.0878845670389605,2458,-0.0881118860108182,-0.0881118860108182,0.000407331975560081
"RH400","H104","H104C","Trends in sperm quality by computer-assisted sperm analysis of 49,189 men during 2015â€“2021 in a fertility center from China","Other",2023,"10.3389/fendo.2023.1194455","China","Infertile",32.5,"Figure 4F and from Yuchuan","VCL","Velocity","Sperm performance",2,7,2,3,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.234,100.013,97.312,96.479,96.676,97.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.642,19.7,19.075,17.861,18.827,18.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19176642566123,0.60969969368132,0.671056158286516,0.743563159104271,1.34136821012237,0.654607142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,1044,808,577,197,784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3710,3710,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","Data on sample sizes from Yuchuan",6,"Groups06",-0.0698186859115017,3710,-0.0699324660739144,-0.0699324660739144,0.000269759913676828
"RH401","H104","H104D","Trends in sperm quality by computer-assisted sperm analysis of 49,189 men during 2015â€“2021 in a fertility center from China","Other",2023,"10.3389/fendo.2023.1194455","China","Infertile",32.5,"Figure 4F and from Yuchuan","VCL","Velocity","Sperm performance",2,7,2,3,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.761,103.022,100.609,100.308,98.665,99.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.513,19.638,17.598,16.785,17.932,17.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.900067573113382,0.557681725047193,0.585624770730391,0.6714,1.27437174856294,0.581183299921899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,1240,903,625,198,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4361,4361,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","Data on sample sizes from Yuchuan",6,"Groups06",-0.0858615542122625,4361,-0.0860734888296701,-0.0860734888296701,0.000229463056447912
"RH402","H104","H104E","Trends in sperm quality by computer-assisted sperm analysis of 49,189 men during 2015â€“2021 in a fertility center from China","Other",2023,"10.3389/fendo.2023.1194455","China","Infertile",32.5,"Figure 4F and from Yuchuan","VCL","Velocity","Sperm performance",2,7,2,3,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.411,106.79,107.387,104.251,104.305,104.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.548,20.95,21.269,19.455,21.046,18.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32618772381133,0.763967892970223,0.852809204092691,0.922255448538826,1.6434164963538,0.692429130148748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,752,622,445,164,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2965,2965,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","Data on sample sizes from Yuchuan",6,"Groups06",-0.079148754863603,2965,-0.0793146553457998,-0.0793146553457998,0.000337609723160027
