Row,Paper,Cohort,Title,Aim,Year,DOI,Country,Condition,Male_age,Data_from,Trait_description,Trait,Broad_trait,Dura_min,Dura_max,Age1,Age2,Age3,Age4,Age5,Age6,Age7,Age8,Age9,Age10,Age11,Age12,Age13,Age14,Age15,Age16,Age17,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,sd_1,sd_2,sd_3,sd_4,sd_5,sd_6,sd_7,sd_8,sd_9,sd_10,sd_11,sd_12,sd_13,sd_14,sd_15,sd_16,sd_17,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,Nsamples_1,Nsamples_2,Nsamples_3,Nsamples_4,N_unique_males,N_total,N_test,Test_stat,Value,SE_beta,CI_low_OR,CI_high_OR,Calculation,Multiplier,Sampling,Study_type,Comments
RH75,H25,H25A,Effect of ejaculatory abstinence period on sperm DNA fragmentation and pregnancy outcome of intrauterine insemination cycles: A prospective randomized study,Abstinence,2021,https://doi.org/10.1007/s00404-020-05783-0,Turkey,Infertile,32.9,table 1,DNA fragmentation % sperm,DNA damage,Intra-cellular,1,3,1,3,,,,,,,,,,,,,,,,20.71,23.78,,,,,,,,,,,,,,,,11.01,12.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,54,,,,,,,,,,,,,,,,,,,,106,106,,,,,,,SMD,-1,Cross sectional,Prospective,
RH111,H35,H35A,How Well Do Semen Analysis Parameters Correlate with Sperm DNA Fragmentation? A Retrospective Study from 2567 Semen Samples Analyzed by the Halosperm Test,Other,2023,https://doi.org/10.3390/jpm13030518,Australia,Healthy,36.5,table 2,% DNA fragmented,DNA damage,Intra-cellular,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2567,2567,2567,Pearson's r,0.076,,,,TestStat,-1,Cross sectional,Retrospective,Range of abstinence from figure 4
RH13,H4,H4A,Analysis of human sperm DNA fragmentation index (DFI) related factors: a report of 1010 subfertile men in China,Other,2018,https://doi.org/10.1186/s12958-018-0345-y,China,Infertile,28.89,table 2,DNA fragmentation % sperm,DNA damage,Intra-cellular,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,1010,1010,Spearman's r,0.171,,,,TestStat,-1,Cross sectional,Retrospective,
RH131,H40,H40A,Impact of geographical and seasonal temperature on sperm parameters in Indian men who were partners in subfertile couples – A retrospective analysis,Other,2022,10.4103/2305-0500.350153,India,Infertile,34.5,table 5,% total motility,Motility,Sperm performance,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,592,592,Pearson's r,0.151,,,,TestStat,-1,Cross sectional,Retrospective,
RH132,H40,H40A,Impact of geographical and seasonal temperature on sperm parameters in Indian men who were partners in subfertile couples – A retrospective analysis,Other,2022,10.4103/2305-0500.350153,India,Infertile,34.5,table 5,% progressive,Motility,Sperm performance,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,592,592,Pearson's r,0.145,,,,TestStat,-1,Cross sectional,Retrospective,
RH133,H40,H40B,Impact of geographical and seasonal temperature on sperm parameters in Indian men who were partners in subfertile couples – A retrospective analysis,Other,2022,10.4103/2305-0500.350153,India,Infertile,34.5,table 5,% total motility,Motility,Sperm performance,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837,837,837,Pearson's r,0.077,,,,TestStat,-1,Cross sectional,Retrospective,
RH134,H40,H40B,Impact of geographical and seasonal temperature on sperm parameters in Indian men who were partners in subfertile couples – A retrospective analysis,Other,2022,10.4103/2305-0500.350153,India,Infertile,34.5,table 5,% progressive,Motility,Sperm performance,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837,837,837,Pearson's r,0.118,,,,TestStat,-1,Cross sectional,Retrospective,
RH135,H40,H40C,Impact of geographical and seasonal temperature on sperm parameters in Indian men who were partners in subfertile couples – A retrospective analysis,Other,2022,10.4103/2305-0500.350153,India,Infertile,34.5,table 5,% total motility,Motility,Sperm performance,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163,1163,1163,Pearson's r,0.093,,,,TestStat,-1,Cross sectional,Retrospective,
RH136,H40,H40C,Impact of geographical and seasonal temperature on sperm parameters in Indian men who were partners in subfertile couples – A retrospective analysis,Other,2022,10.4103/2305-0500.350153,India,Infertile,34.5,table 5,% progressive,Motility,Sperm performance,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163,1163,1163,Pearson's r,0.095,,,,TestStat,-1,Cross sectional,Retrospective,
RH14,H5,H5A,Application of leukocyte subsets and sperm dna fragment rate in infertile men with asymptomatic infection of genital tract,Other,2021,10.21037/apm-19-597,China,Infertile,33.6,table 5,8-OHdG % sperm,Oxidative stress,Intra-cellular,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,108,108,Spearman's r,0.28,,,,TestStat,1,Cross sectional,Retrospective,
RH165,H48,H48A,Increasing paternal age and ejaculatory abstinence length negatively influence the intracytoplasmic sperm injection outcomes from egg-sharing donation cycles,Abstinence,2019,https://doi.org/10.1111/andr.12737,Brazil,Infertile,42.1,table 2,% fertilisation success,Fertilization rate,Fertilisation and post-fertilisation,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,314,314,Beta,0.083,0.847,,,TestStat,-1,Cross sectional,Retrospective,
RH166,H48,H48A,Increasing paternal age and ejaculatory abstinence length negatively influence the intracytoplasmic sperm injection outcomes from egg-sharing donation cycles,Abstinence,2019,https://doi.org/10.1111/andr.12737,Brazil,Infertile,42.1,table 2,day 3 high quality embryo %,Embryo quality,Fertilisation and post-fertilisation,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,314,314,Beta,0.003,0.015,,,TestStat,-1,Cross sectional,Retrospective,
RH167,H48,H48A,Increasing paternal age and ejaculatory abstinence length negatively influence the intracytoplasmic sperm injection outcomes from egg-sharing donation cycles,Abstinence,2019,https://doi.org/10.1111/andr.12737,Brazil,Infertile,42.1,table 2,% embryos with blastocyst development,Embryo quality,Fertilisation and post-fertilisation,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,314,314,Beta,0.589,0.243,,,TestStat,-1,Cross sectional,Retrospective,
RH168,H48,H48A,Increasing paternal age and ejaculatory abstinence length negatively influence the intracytoplasmic sperm injection outcomes from egg-sharing donation cycles,Abstinence,2019,https://doi.org/10.1111/andr.12737,Brazil,Infertile,42.1,table 2,% high quality blastocysts,Embryo quality,Fertilisation and post-fertilisation,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,314,314,Beta,13.8125,88.143,,,TestStat,1,Cross sectional,Retrospective,
RH183,H52,H52A,Influence of ejaculatory abstinence period on semen quality of 5165 normozoospermic and oligozoospermic Nigerian men: A retrospective study,Abstinence,2022,10.1002/hsr2.722,Nigeria,Infertile,37.17,table 3,% progressive,Motility,Sperm performance,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3165,3165,3165,Pearson's r,0.03,,,,TestStat,-1,Cross sectional,Retrospective,correlation values used because sample sizes for groups broken down by oligo or normo spermia not reported
RH184,H52,H52A,Influence of ejaculatory abstinence period on semen quality of 5165 normozoospermic and oligozoospermic Nigerian men: A retrospective study,Abstinence,2022,10.1002/hsr2.722,Nigeria,Infertile,37.17,table 3,% immotile,Motility,Sperm performance,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3165,3165,3165,Pearson's r,0.075,,,,TestStat,-1,Cross sectional,Retrospective,correlation values used because sample sizes for groups broken down by oligo or normo spermia not reported
RH185,H52,H52A,Influence of ejaculatory abstinence period on semen quality of 5165 normozoospermic and oligozoospermic Nigerian men: A retrospective study,Abstinence,2022,10.1002/hsr2.722,Nigeria,Infertile,37.17,table 3,% normal morphlology sperm,Morphology,Morphology,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3165,3165,3165,Pearson's r,0.002,,,,TestStat,1,Cross sectional,Retrospective,correlation values used because sample sizes for groups broken down by oligo or normo spermia not reported
RH186,H52,H52B,Influence of ejaculatory abstinence period on semen quality of 5165 normozoospermic and oligozoospermic Nigerian men: A retrospective study,Abstinence,2022,10.1002/hsr2.722,Nigeria,Infertile,37.17,table 3,% progressive,Motility,Sperm performance,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2000,Pearson's r,0.085,,,,TestStat,-1,Cross sectional,Retrospective,correlation values used because sample sizes for groups broken down by oligo or normo spermia not reported
RH187,H52,H52B,Influence of ejaculatory abstinence period on semen quality of 5165 normozoospermic and oligozoospermic Nigerian men: A retrospective study,Abstinence,2022,10.1002/hsr2.722,Nigeria,Infertile,37.17,table 3,% immotile,Motility,Sperm performance,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2000,Pearson's r,0.049,,,,TestStat,-1,Cross sectional,Retrospective,correlation values used because sample sizes for groups broken down by oligo or normo spermia not reported
RH188,H52,H52B,Influence of ejaculatory abstinence period on semen quality of 5165 normozoospermic and oligozoospermic Nigerian men: A retrospective study,Abstinence,2022,10.1002/hsr2.722,Nigeria,Infertile,37.17,table 3,% normal morphlology sperm,Morphology,Morphology,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2000,Pearson's r,0.029,,,,TestStat,1,Cross sectional,Retrospective,correlation values used because sample sizes for groups broken down by oligo or normo spermia not reported
RH20,H8,H8A,Association between the interval of sexual abstinence and sperm DNA fragmentation in patients with leukocytospermia,Abstinence,2014,https://www.researchgate.net/publication/283969710_Association_between_the_interval_of_sexual_abstinence_and_sperm_DNA_fragmentation_in_patients_with_leukocytospermia,Mexico,Infertile,38.62,In text results,DNA fragmentation % sperm,DNA damage,Intra-cellular,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,86,86,Pearson's r,0.208,,,,TestStat,-1,Cross sectional,Retrospective,
RH21,H8,H8B,Association between the interval of sexual abstinence and sperm DNA fragmentation in patients with leukocytospermia,Abstinence,2014,https://www.researchgate.net/publication/283969710_Association_between_the_interval_of_sexual_abstinence_and_sperm_DNA_fragmentation_in_patients_with_leukocytospermia,Mexico,Infertile,39.1,In text results,DNA fragmentation % sperm,DNA damage,Intra-cellular,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,66,66,Pearson's r,0.043,,,,TestStat,1,Cross sectional,Retrospective,
RH301,H76,H76A,The effect of sperm DNA fragmentation index on assisted reproductive technology outcomes and its relationship with semen parameters and lifestyle,Other,2019,10.21037/tau.2019.06.22,China,Infertile,31,table 3,% DNA fragmented,DNA damage,Intra-cellular,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622,2622,2622,Pearson's r,0.133,,,,TestStat,-1,Cross sectional,Retrospective,"for male age, mean of three gorups in table 1 taken"
RH308,H78,H78A,The impact of testicular and accessory sex gland function on sperm chromatin integrity as assessed by the sperm chromatin structure assay (SCSA),Other,2002,https://doi.org/10.1093/humrep/17.12.3162,Sweden,Healthy,18.1,table 2,flow cytometry SCSA dna % frag,DNA damage,Intra-cellular,0.5,20.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,278,278,Pearson's r,0.17,,,,TestStat,-1,Cross sectional,Retrospective,
RH309,H79,H79A,The incidence and etiology of sperm DNA fragmentation in the ejaculates of males with spinal cord injuries,Other,2020,https://doi.org/10.1038/s41393-020-0426-6,Spain,Other problems,32.1,In text results,% total motility,Motility,Sperm performance,30,2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,18,Pearson's r,0.059,,,,TestStat,-1,Cross sectional,Retrospective,"abstinence times are ridiculously long, possibly due to spinal injuries preventing ejaculation"
RH310,H79,H79A,The incidence and etiology of sperm DNA fragmentation in the ejaculates of males with spinal cord injuries,Other,2020,https://doi.org/10.1038/s41393-020-0426-6,Spain,Other problems,32.1,In text results,% DNA fragmented,DNA damage,Intra-cellular,30,2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,18,Pearson's r,0.486,,,,TestStat,-1,Cross sectional,Retrospective,"abstinence times are ridiculously long, possibly due to spinal injuries preventing ejaculation"
RH311,H79,H79A,The incidence and etiology of sperm DNA fragmentation in the ejaculates of males with spinal cord injuries,Other,2020,https://doi.org/10.1038/s41393-020-0426-6,Spain,Other problems,32.1,In text results,pro-oxidants (oxidative stress) ROS production,Oxidative stress,Intra-cellular,30,2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,18,Pearson's r,0.218,,,,TestStat,1,Cross sectional,Retrospective,"abstinence times are ridiculously long, possibly due to spinal injuries preventing ejaculation"
RH361,H92,H92A,Correlates of human sperm motility assessed by laser Doppler spectroscopy,Other,1989,10.1111/j.1365-2605.1989.tb01280.x,Norway,Infertile,30,table 2,mean velocity of motile sperm,Velocity,Sperm performance,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,140,Spearman's r,0.25,,,,TestStat,-1,Cross sectional,Retrospective,"maximum days of abstinence unkownn + for mortility, vitality, morphology,corre value not reported"
RH362,H92,H92A,Correlates of human sperm motility assessed by laser Doppler spectroscopy,Other,1989,10.1111/j.1365-2605.1989.tb01280.x,Norway,Infertile,30,table 2,% progressive sperm,Motility,Sperm performance,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,140,Spearman's r,0.23,,,,TestStat,-1,Cross sectional,Retrospective,"maximum days of abstinence unkownn + for mortility, vitality, morphology,corre value not reported"
RH363,H93,H93A,Cross-sectional study of semen parameters in a large group of normal Chinese men,Other,1985,https://doi.org/10.1111/j.1365-2605.1985.tb00840.x,China,Healthy,29,table 2 (cont.) on page 261,% motile,Motility,Sperm performance,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239,1239,1239,Pearson's r,0.225,,,,TestStat,-1,Cross sectional,Retrospective,parentheses indicate negative correlation
RH387,H100,H100A,Intelligence and semen quality are positively correlated,Other,2009,10.1016/j.intell.2008.11.001,USA,Healthy,37.6,table 2,% total motility,Motility,Sperm performance,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,425,425,Pearson's r,0.08,,,,TestStat,1,Cross sectional,Retrospective,Max days of abstinence unreported
RH388,H101,H101A,No Evidence for a Trade-Off Between Competitive Traits and Ejaculate Quality in Humans,Other,2020,https://doi.org/10.1177/1474704920942557,USA,Healthy,23.3,table 3,% total motility,Motility,Sperm performance,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,t,3.2,,,,TestStat,1,Cross sectional,Retrospective,Max days of abstinence unreported
RH389,H102,H102A,Nonspermatozoal cells in human sperm: A study of 1243 subfertile and 253 fertile men,Other,1983,10.3109/01485018409161176,France,Infertile,,page 200 in text,% normal morphlology sperm,Morphology,Morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119,1119,1119,Pearson's r,0.04,,,,TestStat,1,Cross sectional,Retrospective,Max and min days of abstinence unreported
RH414,H108,H108A,Mate Retention Behavior and Ejaculate Quality in Humans,Other,2021,10.1007/s10508-021-01992-z,USA,Healthy,23.3,Table 6,Velocity,Velocity,Sperm performance,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,41,t,1.66,,,,TestStat,1,Cross sectional,Retrospective,
RH415,H108,H108A,Mate Retention Behavior and Ejaculate Quality in Humans,Other,2021,10.1007/s10508-021-01992-z,USA,Healthy,23.3,Table 6,% slow progressive motility,Motility,Sperm performance,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,41,t,0.85,,,,TestStat,-1,Cross sectional,Retrospective,
RH42,H14,H14A,Correlation between sperm motility and sperm chromatin structure assay parameters,Other,2003,10.1016/S0015-0282(03)02212-X,Sweden,Healthy,28.4,table 2,DNA fragmentation % sperm,DNA damage,Intra-cellular,0.5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,171,171,Pearson's r,0.298,,,,TestStat,-1,Cross sectional,Retrospective,
RH420,H110,H110A,Association of lifestyle and occupational exposure factors with human semen quality: a cross-sectional study of 1060 participants,Other,2024,https://doi.org/10.1080/19396368.2024.2357348,China,Infertile,30,Figure 3,DFI%,DNA damage,Intra-cellular,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826,826,826,Chisq,0.677,,0.94,1.14,TestStat,-1,Cross sectional,Retrospective,"""wald"" is wald's chisq test"
RH421,H111,H111A,No Evidence for a Relationship between Intelligence and Ejaculate Quality,Other,2020,10.1177/1474704920960450,USA,Healthy,22.77,Table 2,Sperm motility,Motility,Sperm performance,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,41,Spearman's r,0.22,,,,TestStat,1,Cross sectional,Retrospective,exact range of abstinence time not reported
RH422,H111,H111A,No Evidence for a Relationship between Intelligence and Ejaculate Quality,Other,2020,10.1177/1474704920960450,USA,Healthy,23.3,Table 3,Sperm motility,Motility,Sperm performance,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,61,61,Spearman's r,0.07,,,,TestStat,-1,Cross sectional,Retrospective,exact range of abstinence time not reported
RH423,H112,H112A,Preliminary prediction of semen quality based on modifiable lifestyle factors by using the XGBoost algorithm,Other,2022,https://doi.org/10.3389/fmed.2022.811890,China,Infertile,,Supplementary table 6,Progressive sperm motility,Motility,Sperm performance,4,7,4,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5109,5109,5109,OR,1.36,,1.17,1.57,TestStat,-1,Cross sectional,Retrospective,
RH424,H112,H112A,Preliminary prediction of semen quality based on modifiable lifestyle factors by using the XGBoost algorithm,Other,2022,https://doi.org/10.3389/fmed.2022.811890,China,Infertile,,Supplementary table 6,Progressive sperm motility,Motility,Sperm performance,4,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5109,5109,5109,OR,1.77,,1.43,2.18,TestStat,-1,Cross sectional,Retrospective,
RH425,H112,H112A,Preliminary prediction of semen quality based on modifiable lifestyle factors by using the XGBoost algorithm,Other,2022,https://doi.org/10.3389/fmed.2022.811890,China,Infertile,,Supplementary table 7,Total motility,Motility,Sperm performance,4,7,4,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5109,5109,5109,OR,1.25,,1.08,1.46,TestStat,-1,Cross sectional,Retrospective,
RH426,H112,H112A,Preliminary prediction of semen quality based on modifiable lifestyle factors by using the XGBoost algorithm,Other,2022,https://doi.org/10.3389/fmed.2022.811890,China,Infertile,,Supplementary table 7,Total motility,Motility,Sperm performance,4,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5109,5109,5109,OR,1.53,,1.23,1.89,TestStat,-1,Cross sectional,Retrospective,
RH427,H112,H112A,Preliminary prediction of semen quality based on modifiable lifestyle factors by using the XGBoost algorithm,Other,2022,https://doi.org/10.3389/fmed.2022.811890,China,Infertile,,Supplementary table 8,Normal morphology,Morphology,Morphology,4,7,4,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511,2511,2511,OR,0.93,,0.73,1.15,TestStat,1,Cross sectional,Retrospective,
RH428,H112,H112A,Preliminary prediction of semen quality based on modifiable lifestyle factors by using the XGBoost algorithm,Other,2022,https://doi.org/10.3389/fmed.2022.811890,China,Infertile,,Supplementary table 8,Normal morphology,Morphology,Morphology,4,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511,2511,2511,OR,0.86,,0.61,1.22,TestStat,1,Cross sectional,Retrospective,
RH429,H112,H112A,Preliminary prediction of semen quality based on modifiable lifestyle factors by using the XGBoost algorithm,Other,2022,https://doi.org/10.3389/fmed.2022.811890,China,Infertile,,Supplementary table 9,%DFI,DNA damage,Intra-cellular,4,7,4,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812,1812,1812,OR,1.87,,1.3,2.71,TestStat,-1,Cross sectional,Retrospective,"Output for univariate analysis is incorrect in supplement, so multivariate analysis OR used"
